0	0	0	0	0	0	0
2	0.2	0	0	0	0.0035	0
4	0.4	0	0	0	0.007	0
6	0.6	0	0	0	0.0105	0
8	0.8	0	0	0	0.014	0
10	1	0	0	0	0.0175	0
12	1.2	0	0	0	0.021	0
14	1.4	0	0	0	0.0245	0
16	1.6	0	0	0	0.028	0
18	1.8	0	0	0	0.0315	0
20	2	0	0	0	0.035	0
22	2.2	0	0	0	0.0385	0
24	2.4	0	0	0	0.042	0
26	2.6	0	0	0	0.0455	0
28	2.8	0	0	0	0.049	0
30	3	0	0	0	0.0525	0
32	3.2	0	0	0	0.056	0
34	3.4	0	0	0	0.0595	0
36	3.6	0	0	0	0.063	0
38	3.8	0	0	0	0.0665	0
40	4	0	0	0	0.07	0
42	3.8	0	0	0	0.0665	0
44	3.6	0	0	0	0.063	0
46	3.4	0	0	0	0.0595	0
48	3.2	0	0	0	0.056	0
50	3	0	0	0	0.0525	0
52	2.8	0	0	0	0.049	0
54	2.6	0	0	0	0.0455	0
56	2.4	0	0	0	0.042	0
58	2.2	0	0	0	0.0385	0
60	2	0	0	0	0.035	0
62	1.8	0	0	0	0.0315	0
64	1.6	0	0	0	0.028	0
66	1.4	0	0	0	0.0245	0
68	1.2	0	0	0	0.021	0
70	1	0	0	0	0.0175	0
72	0.8	0	0	0	0.014	0
74	0.6	0	0	0	0.0105	0
76	0.4	0	0	0	0.007	0
78	0.2	0	0	0	0.0035	0
80	0	0	0	0	0	0
82	-0.2	0	0	0	-0.0035	0
84	-0.4	0	0	0	-0.007	0
86	-0.6	0	0	0	-0.0105	0
88	-0.8	0	0	0	-0.014	0
90	-1	0	0	0	-0.0175	0
92	-1.2	0	0	0	-0.021	0
94	-1.4	0	0	0	-0.0245	0
96	-1.6	0	0	0	-0.028	0
98	-1.8	0	0	0	-0.0315	0
100	-2	0	0	0	-0.035	0
102	-2.2	0	0	0	-0.0385	0
104	-2.4	0	0	0	-0.042	0
106	-2.6	0	0	0	-0.0455	0
108	-2.8	0	0	0	-0.049	0
110	-3	0	0	0	-0.0525	0
112	-3.2	0	0	0	-0.056	0
114	-3.4	0	0	0	-0.0595	0
116	-3.6	0	0	0	-0.063	0
118	-3.8	0	0	0	-0.0665	0
120	-4	0	0	0	-0.07	0
122	-3.8	0	0	0	-0.0665	0
124	-3.6	0	0	0	-0.063	0
126	-3.4	0	0	0	-0.0595	0
128	-3.2	0	0	0	-0.056	0
130	-3	0	0	0	-0.0525	0
132	-2.8	0	0	0	-0.049	0
134	-2.6	0	0	0	-0.0455	0
136	-2.4	0	0	0	-0.042	0
138	-2.2	0	0	0	-0.0385	0
140	-2	0	0	0	-0.035	0
142	-1.8	0	0	0	-0.0315	0
144	-1.6	0	0	0	-0.028	0
146	-1.4	0	0	0	-0.0245	0
148	-1.2	0	0	0	-0.021	0
150	-1	0	0	0	-0.0175	0
152	-0.8	0	0	0	-0.014	0
154	-0.6	0	0	0	-0.0105	0
156	-0.4	0	0	0	-0.007	0
158	-0.2	0	0	0	-0.0035	0
240	0	0	0	0	0	0
242	0	0	0.2	0.0035	0	0
244	0	0	0.4	0.007	0	0
246	0	0	0.6	0.0105	0	0
248	0	0	0.8	0.014	0	0
250	0	0	1	0.0175	0	0
252	0	0	1.2	0.021	0	0
254	0	0	1.4	0.0245	0	0
256	0	0	1.6	0.028	0	0
258	0	0	1.8	0.0315	0	0
260	0	0	2	0.035	0	0
262	0	0	1.8	0.0385	0	0
264	0	0	1.6	0.042	0	0
266	0	0	1.4	0.0455	0	0
268	0	0	1.2	0.049	0	0
270	0	0	1	0.0525	0	0
272	0	0	0.8	0.056	0	0
274	0	0	0.6	0.0595	0	0
276	0	0	0.4	0.063	0	0
278	0	0	0.2	0.0665	0	0
280	0	0	0	0.07	0	0
282	0	0	-0.2	0.0665	0	0
284	0	0	-0.4	0.063	0	0
286	0	0	-0.6	0.0595	0	0
288	0	0	-0.8	0.056	0	0
290	0	0	-1	0.0525	0	0
292	0	0	-1.2	0.049	0	0
294	0	0	-1.4	0.0455	0	0
296	0	0	-1.6	0.042	0	0
298	0	0	-1.8	0.0385	0	0
300	0	0	-2	0.035	0	0
302	0	0	-1.8	0.0315	0	0
304	0	0	-1.6	0.028	0	0
306	0	0	-1.4	0.0245	0	0
308	0	0	-1.2	0.021	0	0
310	0	0	-1	0.0175	0	0
312	0	0	-0.8	0.014	0	0
314	0	0	-0.6	0.0105	0	0
316	0	0	-0.4	0.007	0	0
318	0	0	-0.2	0.0035	0	0
320	0	0	0	0	0	0
